Case ID,Study ID,Authors,Year,Journal,Journal IF,Source of data,Biome,Plant species,Plant type,Duration,Inductor organism,Inductor species,Inductor order,Weeks after induction,Herbivore stage inductor,Herbivore guild inductor,Herbivore specialization inductor,Pathway,Type of study,Type of interaction,Tissue induced,Tissue consumed,Insect response type,Organism,Herbivore species,Order,Herbivore stage,Herbivore guild,Herbivore specialization,Consp.heterosp,Mult.comp,M.control,SD.control,N.control,M.treatment,SD.treatment,N.treatment,Author,notes
578,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,local,leaves,leaves,abundance,herbivore,Sphaeroderma testaceum,Coleoptera,adult,chewer,specialist,H,578,0.15,0.36,20,0,0,20,Kluth,
579,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,local,leaves,leaves,abundance,herbivore,Ceratapion gibbirostre,Coleoptera,adult,chewer,specialist,H,579,0.05,0.22,20,0.45,0.97,20,Kluth,
580,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,local,leaves,leaves,abundance,herbivore,Ceratapion gibbirostre,Coleoptera,adult,chewer,specialist,H,580,0.25,0.7,20,0.2,0.51,20,Kluth,
581,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,local,leaves,leaves,abundance,herbivore,Larinus turbinatus,Coleoptera,adult,chewer,specialist,H,581,0.05,0.22,20,0.05,0.22,20,Kluth,
582,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,local,leaves,leaves,abundance,herbivore,Tanymecus palliatus,Coleoptera,adult,chewer,generalist,H,582,0.05,0.22,20,0.05,0.22,20,Kluth,
583,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,local,leaves,leaves,abundance,herbivore,Lagria hirta,Coleoptera,adult,chewer,generalist,H,583,0.25,0.43,20,0.95,1.75,20,Kluth,
584,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,distant,leaves,shoot,abundance,herbivore,Mordellistena parvula,Coleoptera,adult,chewer,generalist,H,584,0,0,20,0.5,0.22,20,Kluth,
585,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,distant,leaves,pollen,abundance,herbivore,Meligethes aeneus,Coleoptera,adult,chewer,generalist,H,585,47.8,38.27,20,5.7,8.06,20,Kluth,
586,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,distant,leaves,pollen,abundance,herbivore,Meligethes nigrescens,Coleoptera,adult,chewer,generalist,H,586,0.35,0.73,20,0,0,20,Kluth,
587,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,distant,leaves,pollen,abundance,herbivore,Meligethes coracinus,Coleoptera,adult,chewer,generalist,H,587,0.35,0.79,20,0.2,0.68,20,Kluth,
588,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,distant,leaves,pollen,abundance,herbivore,Brachypterus glaber,Coleoptera,adult,chewer,generalist,H,588,2,6.69,20,0.3,1.1,20,Kluth,
589,89,Kluth et al,2001,Journal of Applied Ecology,5.196,table 2,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,12,NA,NA,specialist,SA_JA,field,distant,leaves,pollen,abundance,herbivore,Olibrus aeneus,Coleoptera,adult,chewer,generalist,H,589,0.1,0.3,20,0.4,0.97,20,Kluth,
590,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,590-591,0.166,0.017,30,0.088,0.018,30,Naemi,
591,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,590-591,0.166,0.017,30,0.123,0.016,30,Naemi,
592,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,592,0.162,0.019,30,0.124,0.021,30,Naemi,
593,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,593-594,10.32,0.84,30,12.087,0.698,30,Naemi,
594,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,593-594,10.32,0.84,30,11.683,0.419,30,Naemi,
595,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,595,9.422,0.838,30,10.825,0.349,30,Naemi,
596,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,596-597,33.739,0.518,30,11.426,0.259,30,Naemi,
597,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,596-597,33.739,0.518,30,22.75,2.72,30,Naemi,
598,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,598,36.127,2.59,30,23.064,0.648,30,Naemi,
599,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,599-600,0.275,0.015,30,0.146,0.013,30,Naemi,
600,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,599-600,0.275,0.015,30,0.193,0.017,30,Naemi,
601,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,2,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,601,0.286,0.015,30,0.212,0.011,30,Naemi,
602,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,602-603,0.161,0.019,30,0.196,0.005,30,Naemi,
603,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,602-603,0.161,0.019,30,0.151,0.012,30,Naemi,
604,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,604,0.156,0.018,30,0.147,0.012,30,Naemi,
605,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,605-606,10.334,1.08,30,7.909,0.766,30,Naemi,
606,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,605-606,10.334,1.08,30,10.319,1.114,30,Naemi,
607,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,607,10.481,1.114,30,10.361,0.592,30,Naemi,
608,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,608-609,29.404,2.401,30,39.16,1.27,30,Naemi,
609,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,608-609,29.404,2.401,30,30.21,1.271,30,Naemi,
610,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,610,1.27,30.34,30,29.4,2.401,30,Naemi,
611,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,611-612,0.238,0.009,30,0.342,0.33,30,Naemi,
612,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,611-612,0.238,0.009,30,0.243,0.023,30,Naemi,
613,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,613,0.245,0.023,30,0.23,0.035,30,Naemi,
614,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,1.71,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,614-615-616-617,0.156,0.016,20,0.106,0.021,20,Naemi,
615,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,2.43,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,614-615-616-617,0.156,0.016,20,0.103,0.012,20,Naemi,
616,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,1.71,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,614-615-616-617,0.156,0.016,20,0.188,0.022,20,Naemi,
617,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,2.43,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,614-615-616-617,0.156,0.016,20,0.199,0.022,20,Naemi,
618,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,1.71,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,618-619-620-621,10.23,0.44,20,12.115,0.55,20,Naemi,
619,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,2.43,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,618-619-620-621,10.23,0.44,20,12.18,0.66,20,Naemi,
620,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,1.71,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,618-619-620-621,10.23,0.44,20,7.796,0.77,20,Naemi,
621,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,2.43,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,618-619-620-621,10.23,0.44,20,7.919,0.77,20,Naemi,
622,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,1.71,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,622-623-624-625,28.37,2.36,20,10.94,2.546,20,Naemi,
623,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,2.43,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,622-623-624-625,28.37,2.36,20,10.233,2.182,20,Naemi,
624,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,1.71,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,622-623-624-625,28.37,2.36,20,38.435,1.455,20,Naemi,
625,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,2.43,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,622-623-624-625,28.37,2.36,20,37.729,2.363,20,Naemi,
626,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,1.71,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,626-627-628-629,0.24,0.011,20,0.143,0.02,20,Naemi,
627,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Pucciniales,2.43,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,626-627-628-629,0.24,0.011,20,0.142,0.021,20,Naemi,
628,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,1.71,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,626-627-628-629,0.24,0.011,20,0.349,0.01,20,Naemi,
629,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 2,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,2.43,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,626-627-628-629,0.24,0.011,20,0.336,0.024,20,Naemi,
630,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,4,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,630,0.351,0.072,15,0.049,0.034,15,Naemi,
631,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,5,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,631,0.106,0.022,15,0.047,0.04,15,Naemi,
632,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,4,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,632,3.7,0.06,15,2.867,0.067,15,Naemi,
633,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,5,NA,NA,generalist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,633,3.35,0.167,15,2.767,0.117,15,Naemi,
634,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,4,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,634,0.338,0.022,15,0.124,0.012,15,Naemi,
635,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,5,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,635,0.099,0.023,15,0.033,0.023,15,Naemi,
636,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,4,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,636,3.327,0.295,15,2.75,0.321,15,Naemi,
637,90,Naemi and Hatcher ,2013,"Entomologia, Experimentalis et Applicata",1.442,Figure 4,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Pucciniales,5,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,637,2.83,0.269,15,2.128,0.231,15,Naemi,
638,91,Ali and Agrawal,2014,Functional Ecology,5.21,Figure 1,temperate,Asclepias syriaca,herbaceous,perennial,herbivore,Aphis nerii,Hemiptera,0.714285714,adult,piercing-sucking,specialist,SA_JA,controlled,local,leaves,leaves,weight,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,H,638,7.75257732,0.742268041,15,12.78350515,1.402061856,15,Ali,
639,91,Ali and Agrawal,2014,Functional Ecology,5.21,Figure 1,temperate,Asclepias tuberosa,herbaceous,perennial,herbivore,Aphis nerii,Hemiptera,0.714285714,adult,piercing-sucking,specialist,SA_JA,controlled,local,leaves,leaves,weight,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,H,639,7.911111111,0.533333333,15,7.883555556,0.622222222,15,Ali,
640,91,Ali and Agrawal,2014,Functional Ecology,5.21,Figure 1,temperate,Asclepias syriaca,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,0.714285714,young,chewer,specialist,JA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis nerii,Hemiptera,adult,piercing-sucking,specialist,H,640,441.3793103,72.4137931,15,237.9310345,51.72413793,15,Ali,
641,91,Ali and Agrawal,2014,Functional Ecology,5.21,Figure 1,temperate,Asclepias tuberosa,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,0.714285714,young,chewer,specialist,JA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis nerii,Hemiptera,adult,piercing-sucking,specialist,H,641,924.137931,165.5172414,12,696.5517241,117.2413793,12,Ali,
642,92,Agrawal,2000,Oikos,3.586,Figure 1,temperate,Raphanus sativus,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,0.571428571,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,C,642,0.306122449,0.020408163,80,0.204081633,0.020408163,80,Agrawal,
643,92,Agrawal,2000,Oikos,3.586,Figure 1,temperate,Raphanus sativus,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,0.571428571,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Pieris rapae,Lepidoptera,young,chewer,specialist,H,643,0.265306122,0.022653061,80,0.204081633,0.022653061,80,Agrawal,
644,92,Agrawal,2000,Oikos,3.586,Figure 1,temperate,Raphanus sativus,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,0.571428571,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Plutella xylostella,Lepidoptera,young,chewer,specialist,H,644,0.489795918,0.306122449,80,0.163265306,0.163265306,80,Agrawal,
645,92,Agrawal,2000,Oikos,3.586,Figure 1,temperate,Raphanus sativus,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,0.571428571,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Trichoplusia ni,Lepidoptera,young,chewer,generalist,H,645,0.346938776,0.015918367,80,0.306122449,0.015918367,80,Agrawal,
646,92,Agrawal,2000,Oikos,3.586,Figure 1,temperate,Raphanus sativus,herbaceous,annual,herbivore,pieris rapae,Lepidoptera,0.571428571,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,646,1.734693878,0.12244898,80,1.530612245,0.265306122,80,Agrawal,
647,92,Agrawal,2000,Oikos,3.586,Figure 1,temperate,Raphanus sativus,herbaceous,annual,herbivore,pieris rapae,Lepidoptera,0.571428571,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Pieris rapae,Lepidoptera,young,chewer,specialist,C,647,1.959183674,0.12244898,80,1.387755102,0.06122449,80,Agrawal,
